prplRqstNo,instRcptSn
1AB-2508-0013798,201079955
1AB-2508-0013797,201079954
1AB-2508-0013782,201079952
1AB-2508-0013780,201079951
1AB-2508-0013786,201079948
1AB-2508-0013789,201079947
1AB-2508-0013776,201083065
1AB-2508-0013776,201079938
1AB-2508-0013761,201079929
1AB-2508-0013685,201079862
1AB-2508-0013666,201079845
1AB-2508-0013651,201079821
1AB-2508-0013637,201079807
1AB-2508-0013612,201079792
1AB-2508-0013600,201079786
1AB-2508-0013571,201079771
1AB-2508-0013562,201079770
1AB-2508-0013560,201079763
1AB-2508-0013559,201079762
1AB-2508-0013554,201079740
1AB-2508-0013552,201079739
1AB-2508-0013546,201079733
1AB-2508-0013511,201079723
1AB-2508-0013507,201079721
1AB-2508-0013510,201079720
1AB-2508-0013440,201079719
1AB-2508-0013385,201079677
1AB-2508-0013443,201079668
1AB-2508-0013373,201079643
1AB-2508-0013382,201079589
1AB-2508-0013357,201079554
1AB-2508-0013295,201079503
1AB-2508-0013293,201080054
1AB-2508-0013293,201079498
1AB-2508-0013293,201080053
1AB-2508-0013293,201083167
1AB-2508-0013288,201079494
1AB-2508-0013267,201079491
1AB-2508-0013280,201079487
1AB-2508-0013272,201079480
1AB-2508-0013271,201081988
1AB-2508-0013271,201081989
1AB-2508-0013271,201081990
1AB-2508-0013271,201081991
1AB-2508-0013271,201081992
1AB-2508-0013271,201081993
1AB-2508-0013271,201081994
1AB-2508-0013271,201081996
1AB-2508-0013271,201081997
1AB-2508-0013271,201081978
1AB-2508-0013271,201081980
1AB-2508-0013271,201081979
1AB-2508-0013271,201081977
1AB-2508-0013271,201079479
1AB-2508-0013271,201081981
1AB-2508-0013271,201081982
1AB-2508-0013271,201081983
1AB-2508-0013271,201081985
1AB-2508-0013271,201081986
1AB-2508-0013271,201081987
1AB-2508-0013262,201079478
1AB-2508-0013262,201091691
1AB-2508-0013264,201079476
1AB-2508-0013245,201079463
1AB-2508-0013249,201079462
1AB-2508-0013232,201079454
1AB-2508-0013221,201079447
1AB-2508-0013219,201079443
1AB-2508-0013173,201079431
